instance_id|date|hour|is_holiday|is_workingday|weather_condition|normalized_temp_actual|normalized_temp_feels_like|normalized_humidity|normalized_wind_speed|casual_users_cnt|registered_users_cnt
928|2011-02-11|6|No|Yes|clear|0.1|0.1818|0.68|0.0|1|23
10494|2012-03-18|8|No|No|misty|0.42|0.4242|0.88|0.1045|25|71
17224|2012-12-25|12|Yes|No|clear|0.32|0.3333|0.76|0.0896|62|52
14885|2012-09-17|9|No|Yes|clear|0.58|0.5455|0.68|0.1343|34|265
2255|2011-04-08|19|No|Yes|light snow/rain|0.3|0.2727|0.93|0.4179|1|52
17126|2012-12-21|8|No|Yes|misty|0.32|0.303|0.57|0.2836|8|464
12570|2012-06-12|22|No|Yes|clear|0.66|0.5909|0.94|0.1045|19|188
1319|2011-02-28|5|No|Yes|misty|0.34|0.3636|0.93|0.0|1|4
10134|2012-03-03|7|No|No|misty|0.36|0.3485|0.93|0.1343|2|14
8688|2012-01-02|19|Yes|No|clear|0.24|0.2273|0.38|0.2239|4|89
2630|2011-04-24|11|No|No|clear|0.66|0.6212|0.65|0.1343|124|193
6352|2011-09-27|5|No|Yes|light snow/rain|0.62|0.5455|0.94|0.0896|0|24
4849|2011-07-25|22|No|Yes|clear|0.7|0.6667|0.84|0.0|13|112
3036|2011-05-11|9|No|Yes|clear|0.52|0.5|0.72|0.1343|21|182
4520|2011-07-12|5|No|Yes|clear|0.7|0.6667|0.79|0.0896|4|21
10550|2012-03-20|16|No|Yes|clear|0.62|0.6061|0.66|0.2239|99|332
2639|2011-04-24|20|No|No|light snow/rain|0.6|0.5606|0.83|0.2836|34|71
16914|2012-12-12|12|No|Yes|misty|0.34|0.3636|0.42|0.0|14|218
9177|2012-01-23|6|No|Yes|misty|0.2|0.2576|0.86|0.0|6|36
3044|2011-05-11|17|No|Yes|clear|0.64|0.6212|0.47|0.1045|17|242
9403|2012-02-01|16|No|Yes|clear|0.6|0.6212|0.4|0.2239|22|261
11201|2012-04-16|21|Yes|No|clear|0.68|0.6364|0.51|0.2537|39|232
16621|2012-11-30|7|No|Yes|clear|0.22|0.2727|0.8|0.0|6|346
17096|2012-12-20|2|No|Yes|clear|0.32|0.3485|0.66|0.0|2|6
2519|2011-04-19|20|No|Yes|misty|0.5|0.4848|0.72|0.2239|20|148
5829|2011-09-05|7|Yes|No|clear|0.66|0.6212|0.74|0.1642|11|30
8247|2011-12-15|6|No|Yes|clear|0.32|0.3182|0.66|0.194|2|90
2130|2011-04-03|14|No|No|clear|0.46|0.4545|0.31|0.1343|240|109
512|2011-01-23|10|No|No|clear|0.14|0.1061|0.46|0.3881|7|51
6519|2011-10-04|4|No|Yes|clear|0.4|0.4091|0.82|0.0896|3|4
8779|2012-01-06|14|No|Yes|clear|0.46|0.4545|0.36|0.194|26|152
5928|2011-09-09|12|No|Yes|clear|0.64|0.5606|0.94|0.0|4|71
4534|2011-07-12|19|No|Yes|clear|0.84|0.7576|0.44|0.2836|42|295
1091|2011-02-18|4|No|Yes|clear|0.46|0.4545|0.67|0.2537|0|1
2814|2011-05-02|3|No|Yes|clear|0.44|0.4394|0.77|0.1343|9|7
10651|2012-03-24|21|No|No|light snow/rain|0.44|0.4394|1.0|0.194|16|88
3753|2011-06-10|6|No|Yes|clear|0.66|0.6061|0.78|0.0896|10|94
4402|2011-07-07|7|No|Yes|misty|0.66|0.5909|0.89|0.1045|13|279
16147|2012-11-10|12|No|No|clear|0.48|0.4697|0.48|0.0|258|348
8177|2011-12-12|8|No|Yes|misty|0.16|0.1818|0.8|0.1045|7|378
11519|2012-04-30|3|No|Yes|clear|0.4|0.4091|0.76|0.1642|0|4
6591|2011-10-07|4|No|Yes|clear|0.4|0.4091|0.87|0.1045|0|5
15178|2012-09-29|14|No|No|clear|0.6|0.6212|0.4|0.2537|302|448
12512|2012-06-10|12|No|No|clear|0.82|0.7121|0.3|0.0|173|329
16852|2012-12-09|22|No|No|light snow/rain|0.36|0.3636|0.93|0.1045|3|75
10822|2012-04-01|0|No|No|misty|0.36|0.3333|0.76|0.2537|8|59
743|2011-02-03|8|No|Yes|clear|0.14|0.1212|0.5|0.3582|4|184
16362|2012-11-19|11|No|Yes|misty|0.38|0.3939|0.66|0.2537|33|164
6203|2011-09-21|0|No|Yes|clear|0.54|0.5152|1.0|0.0|7|20
5268|2011-08-12|9|No|Yes|clear|0.72|0.6515|0.34|0.1343|27|178
4717|2011-07-20|10|No|Yes|clear|0.76|0.7273|0.7|0.0|34|76
16611|2012-11-29|21|No|Yes|clear|0.26|0.2727|0.65|0.1343|7|201
6888|2011-10-19|14|No|Yes|light snow/rain|0.54|0.5152|0.94|0.1642|17|80
7793|2011-11-26|7|No|No|clear|0.26|0.2727|0.87|0.1045|4|13
8827|2012-01-08|14|No|No|clear|0.4|0.4091|0.4|0.194|75|253
11322|2012-04-21|22|No|No|clear|0.48|0.4697|0.82|0.2985|20|90
15232|2012-10-01|20|No|Yes|light snow/rain|0.54|0.5152|0.68|0.0|11|251
4885|2011-07-27|10|No|Yes|clear|0.78|0.6818|0.33|0.0|32|82
12310|2012-06-02|2|No|No|misty|0.54|0.5152|0.88|0.0|3|38
5611|2011-08-26|16|No|Yes|clear|0.78|0.7424|0.62|0.1045|50|293
14800|2012-09-13|20|No|Yes|clear|0.62|0.6061|0.69|0.1045|55|408
14472|2012-08-31|4|No|Yes|clear|0.64|0.5758|0.89|0.1343|0|7
6349|2011-09-27|2|No|Yes|clear|0.62|0.5455|0.94|0.1045|7|4
4872|2011-07-26|21|No|Yes|clear|0.78|0.7121|0.49|0.2239|45|222
602|2011-01-28|7|No|Yes|misty|0.16|0.197|0.86|0.0896|2|58
10060|2012-02-29|5|No|Yes|clear|0.26|0.2879|0.75|0.0896|0|29
11015|2012-04-09|2|No|Yes|clear|0.46|0.4545|0.31|0.194|2|4
12897|2012-06-26|13|No|Yes|clear|0.7|0.6364|0.3|0.4627|74|232
9354|2012-01-30|15|No|Yes|clear|0.32|0.3182|0.24|0.194|7|131
9593|2012-02-09|15|No|Yes|clear|0.32|0.303|0.36|0.2985|14|120
14874|2012-09-16|22|No|No|clear|0.56|0.5303|0.68|0.0896|18|109
12837|2012-06-24|1|No|No|misty|0.68|0.6364|0.54|0.0896|39|88
14744|2012-09-11|12|No|Yes|clear|0.64|0.6212|0.33|0.0|62|254
7051|2011-10-26|9|No|Yes|misty|0.48|0.4697|0.63|0.2239|14|226
2580|2011-04-22|9|No|Yes|light snow/rain|0.34|0.303|0.61|0.2985|17|178
7732|2011-11-23|18|No|Yes|misty|0.4|0.4091|0.58|0.5224|7|138
6819|2011-10-16|16|No|No|clear|0.6|0.6212|0.46|0.3881|177|289
13034|2012-07-02|6|No|Yes|clear|0.7|0.6515|0.58|0.1045|4|132
9625|2012-02-10|23|No|Yes|misty|0.3|0.3182|0.7|0.0896|1|64
10400|2012-03-14|10|No|Yes|clear|0.56|0.5303|0.56|0.1045|38|150
11376|2012-04-24|4|No|Yes|clear|0.3|0.2879|0.7|0.194|0|3
2299|2011-04-10|15|No|No|clear|0.5|0.4848|0.77|0.2239|156|141
6159|2011-09-19|4|No|Yes|misty|0.5|0.4848|0.77|0.1642|2|6
2555|2011-04-21|8|No|Yes|misty|0.4|0.4091|0.5|0.4925|19|346
2233|2011-04-07|21|No|Yes|misty|0.44|0.4394|0.67|0.2836|19|89
5991|2011-09-12|4|No|Yes|clear|0.54|0.5152|0.94|0.1045|0|4
10159|2012-03-04|8|No|No|clear|0.3|0.2727|0.52|0.3284|12|54
4462|2011-07-09|19|No|No|clear|0.76|0.697|0.55|0.1642|128|178
6780|2011-10-15|1|No|No|clear|0.46|0.4545|0.55|0.2537|9|64
17207|2012-12-24|18|No|Yes|light snow/rain|0.24|0.2576|0.93|0.1045|6|20
12122|2012-05-25|6|No|Yes|misty|0.62|0.5606|0.88|0.1045|5|108
1373|2011-03-02|11|No|Yes|clear|0.34|0.303|0.53|0.3284|8|65
13647|2012-07-27|19|No|Yes|clear|0.82|0.7727|0.52|0.194|93|423
440|2011-01-20|8|No|Yes|clear|0.22|0.2121|0.55|0.2836|2|247
6815|2011-10-16|12|No|No|clear|0.58|0.5455|0.35|0.2537|167|277
7232|2011-11-02|22|No|Yes|clear|0.36|0.3485|0.71|0.1343|7|99
9064|2012-01-18|13|No|Yes|clear|0.3|0.2727|0.42|0.4627|6|124
15322|2012-10-05|14|No|Yes|clear|0.74|0.6515|0.37|0.2239|113|287
4668|2011-07-18|9|No|Yes|clear|0.74|0.697|0.67|0.2239|33|170
14557|2012-09-03|17|Yes|No|clear|0.74|0.697|0.7|0.1343|181|317
15428|2012-10-10|0|No|Yes|misty|0.46|0.4545|0.88|0.0896|0|33
6614|2011-10-08|3|No|No|clear|0.44|0.4394|0.88|0.0|4|16
13144|2012-07-06|20|No|Yes|clear|0.86|0.7727|0.39|0.1045|91|245
9554|2012-02-08|0|No|Yes|clear|0.3|0.2879|0.56|0.2239|2|21
102|2011-01-05|10|No|Yes|clear|0.22|0.197|0.37|0.3284|4|53
340|2011-01-15|15|No|No|misty|0.32|0.3182|0.36|0.194|21|108
14009|2012-08-11|21|No|No|misty|0.66|0.5909|0.89|0.1642|26|102
11045|2012-04-10|8|No|Yes|clear|0.38|0.3939|0.62|0.1343|22|670
4194|2011-06-28|15|No|Yes|clear|0.86|0.7879|0.41|0.0|39|127
3194|2011-05-17|23|No|Yes|misty|0.54|0.5152|0.88|0.2537|7|49
12711|2012-06-18|19|No|Yes|misty|0.62|0.5909|0.73|0.0896|52|411
9050|2012-01-17|23|No|Yes|clear|0.46|0.4545|0.72|0.3881|1|60
17220|2012-12-25|8|Yes|No|misty|0.24|0.2879|0.87|0.0|1|10
7832|2011-11-27|22|No|No|clear|0.48|0.4697|0.72|0.2537|13|53
2919|2011-05-06|12|No|Yes|clear|0.56|0.5303|0.49|0.3582|48|198
8941|2012-01-13|9|No|Yes|clear|0.22|0.197|0.47|0.3881|10|204
5029|2011-08-02|10|No|Yes|clear|0.82|0.7273|0.36|0.2985|50|90
3209|2011-05-18|14|No|Yes|misty|0.58|0.5455|0.78|0.2836|44|94
904|2011-02-10|4|No|Yes|misty|0.14|0.1364|0.59|0.2239|0|1
7160|2011-10-30|22|No|No|clear|0.3|0.3333|0.75|0.0|13|58
11588|2012-05-03|0|No|Yes|misty|0.48|0.4697|0.82|0.2239|15|75
16325|2012-11-17|22|No|No|misty|0.32|0.3333|0.57|0.1045|15|130
14678|2012-09-08|18|No|No|light snow/rain|0.58|0.5455|0.83|0.1343|27|140
15853|2012-10-27|17|No|No|misty|0.56|0.5303|0.64|0.2836|248|370
16466|2012-11-23|19|No|Yes|misty|0.46|0.4545|0.47|0.1642|33|121
8662|2012-01-01|16|No|No|misty|0.44|0.4394|0.54|0.2985|68|147
11757|2012-05-10|1|No|Yes|misty|0.48|0.4697|0.88|0.1343|2|9
6533|2011-10-04|18|No|Yes|clear|0.54|0.5152|0.64|0.2836|68|456
1594|2011-03-11|21|No|Yes|misty|0.3|0.2879|0.52|0.2537|10|43
16956|2012-12-14|6|No|Yes|clear|0.16|0.1818|0.8|0.1045|1|112
9151|2012-01-22|4|No|No|light snow/rain|0.16|0.1364|0.8|0.2836|1|1
367|2011-01-16|18|No|No|clear|0.2|0.2121|0.4|0.1642|11|56
2147|2011-04-04|7|No|Yes|misty|0.44|0.4394|0.54|0.2537|7|150
7585|2011-11-17|15|No|Yes|misty|0.34|0.303|0.49|0.4478|10|106
2875|2011-05-04|16|No|Yes|clear|0.5|0.4848|0.45|0.4627|22|173
5772|2011-09-02|22|No|Yes|misty|0.64|0.6061|0.73|0.1642|33|114
15740|2012-10-23|0|No|Yes|clear|0.46|0.4545|0.88|0.1642|5|32
3617|2011-06-04|14|No|No|clear|0.74|0.6515|0.33|0.2239|193|258
15239|2012-10-02|3|No|Yes|misty|0.54|0.5152|0.88|0.194|1|4
484|2011-01-22|4|No|No|misty|0.02|0.0152|0.48|0.2985|0|3
5387|2011-08-17|8|No|Yes|clear|0.7|0.6515|0.54|0.1642|35|452
15683|2012-10-20|15|No|No|clear|0.56|0.5303|0.43|0.0|308|403
9241|2012-01-25|22|No|Yes|clear|0.3|0.3182|0.65|0.0896|12|101
10415|2012-03-15|1|No|Yes|clear|0.5|0.4848|0.59|0.1045|15|8
8273|2011-12-16|8|No|Yes|clear|0.36|0.3333|0.46|0.4179|10|449
201|2011-01-09|15|No|No|clear|0.22|0.197|0.35|0.3582|5|77
6886|2011-10-19|12|No|Yes|light snow/rain|0.52|0.5|0.94|0.3284|13|117
6836|2011-10-17|9|No|Yes|misty|0.5|0.4848|0.45|0.2836|26|180
14994|2012-09-21|22|No|Yes|clear|0.6|0.5909|0.73|0.194|47|248
6700|2011-10-11|17|No|Yes|misty|0.6|0.5758|0.78|0.2537|70|534
4548|2011-07-13|9|No|Yes|clear|0.82|0.7424|0.41|0.194|23|163
10229|2012-03-07|6|No|Yes|clear|0.28|0.2576|0.61|0.3881|4|104
7525|2011-11-15|3|No|Yes|misty|0.54|0.5152|0.68|0.3284|0|4
10815|2012-03-31|17|No|No|clear|0.48|0.4697|0.67|0.4179|238|305
11291|2012-04-20|15|No|Yes|clear|0.64|0.6212|0.47|0.194|145|262
10863|2012-04-02|18|No|Yes|clear|0.5|0.4848|0.27|0.2537|75|543
9725|2012-02-15|3|No|Yes|clear|0.28|0.3182|0.75|0.0|0|3
17047|2012-12-18|1|No|Yes|misty|0.44|0.4394|0.94|0.1343|0|15
9842|2012-02-20|0|Yes|No|misty|0.24|0.2576|0.87|0.0896|5|36
11263|2012-04-19|11|No|Yes|clear|0.52|0.5|0.48|0.0|46|183
3693|2011-06-07|18|No|Yes|clear|0.78|0.697|0.46|0.2836|72|479
1985|2011-03-28|13|No|Yes|misty|0.3|0.2879|0.24|0.2239|14|69
3342|2011-05-24|3|No|Yes|misty|0.58|0.5455|0.94|0.1045|0|2
17250|2012-12-26|14|No|Yes|light snow/rain|0.22|0.2121|0.93|0.2537|0|20
7052|2011-10-26|10|No|Yes|misty|0.52|0.5|0.62|0.2537|26|105
5805|2011-09-04|7|No|No|clear|0.66|0.6061|0.78|0.194|10|20
5668|2011-08-29|14|No|Yes|clear|0.7|0.6364|0.42|0.0|55|127
2702|2011-04-27|11|No|Yes|misty|0.64|0.5909|0.78|0.2836|53|103
16889|2012-12-11|11|No|Yes|misty|0.36|0.3333|0.53|0.3582|28|145
2239|2011-04-08|3|No|Yes|light snow/rain|0.34|0.3333|0.76|0.1642|0|1
86|2011-01-04|17|No|Yes|clear|0.28|0.2727|0.48|0.2239|10|202
14690|2012-09-09|6|No|No|clear|0.52|0.5|0.77|0.194|11|24
168|2011-01-08|6|No|No|misty|0.16|0.1667|0.74|0.1642|0|2
10926|2012-04-05|9|No|Yes|clear|0.4|0.4091|0.37|0.2537|61|290
10611|2012-03-23|5|No|Yes|misty|0.5|0.4848|0.94|0.0|5|29
16583|2012-11-28|16|No|Yes|clear|0.36|0.3333|0.29|0.2537|9|316
13683|2012-07-29|7|No|No|clear|0.66|0.6212|0.69|0.2537|4|36
3450|2011-05-28|15|No|No|clear|0.74|0.6818|0.55|0.2239|187|187
3116|2011-05-14|17|No|No|misty|0.56|0.5303|0.88|0.194|78|194
12516|2012-06-10|16|No|No|clear|0.84|0.7424|0.36|0.2836|173|335
1200|2011-02-23|0|No|Yes|clear|0.14|0.1364|0.5|0.194|0|6
13215|2012-07-09|19|No|Yes|clear|0.74|0.6818|0.55|0.1642|88|543
13166|2012-07-07|18|No|No|clear|0.94|0.8333|0.29|0.0896|83|194
8272|2011-12-16|7|No|Yes|misty|0.38|0.3939|0.46|0.2985|5|226
17097|2012-12-20|3|No|Yes|misty|0.3|0.3182|0.7|0.0896|1|3
11897|2012-05-15|21|No|Yes|light snow/rain|0.64|0.6061|0.73|0.2836|11|98
5415|2011-08-18|12|No|Yes|clear|0.8|0.7424|0.52|0.2836|34|139
1419|2011-03-04|9|No|Yes|clear|0.22|0.2273|0.6|0.1343|12|138
9852|2012-02-20|11|Yes|No|clear|0.26|0.2273|0.48|0.3582|45|163
14436|2012-08-29|16|No|Yes|clear|0.76|0.6667|0.37|0.1343|104|389
9452|2012-02-03|17|No|Yes|clear|0.4|0.4091|0.37|0.0896|30|458
2251|2011-04-08|15|No|Yes|light snow/rain|0.34|0.3182|0.87|0.2239|1|24
7781|2011-11-25|19|No|Yes|clear|0.42|0.4242|0.67|0.0|38|96
47|2011-01-02|23|No|No|clear|0.22|0.2273|0.47|0.1642|0|8
7059|2011-10-26|17|No|Yes|misty|0.52|0.5|0.77|0.1045|40|414
8137|2011-12-10|16|No|No|clear|0.32|0.2879|0.31|0.3881|58|183
16907|2012-12-12|5|No|Yes|clear|0.26|0.2576|0.6|0.194|0|37
15317|2012-10-05|9|No|Yes|clear|0.6|0.6061|0.6|0.0896|58|326
2003|2011-03-29|7|No|Yes|clear|0.22|0.197|0.41|0.3582|5|128
7727|2011-11-23|13|No|Yes|misty|0.44|0.4394|0.54|0.4925|12|162
6356|2011-09-27|9|No|Yes|light snow/rain|0.64|0.5758|0.89|0.194|20|173
3367|2011-05-25|4|No|Yes|clear|0.54|0.5152|1.0|0.1045|0|3
8674|2012-01-02|5|Yes|No|clear|0.28|0.2576|0.45|0.3284|1|3
1523|2011-03-08|19|No|Yes|clear|0.34|0.3485|0.31|0.1045|9|141
3246|2011-05-20|3|No|Yes|clear|0.44|0.4394|1.0|0.0|1|4
12019|2012-05-20|23|No|No|light snow/rain|0.6|0.5758|0.78|0.3582|32|54
15489|2012-10-12|13|No|Yes|clear|0.56|0.5303|0.37|0.3881|81|300
305|2011-01-14|3|No|Yes|clear|0.1|0.1364|0.54|0.1045|0|1
4227|2011-06-30|0|No|Yes|clear|0.66|0.6212|0.5|0.1642|15|39
1079|2011-02-17|16|No|Yes|misty|0.56|0.5303|0.35|0.2985|29|117
421|2011-01-19|13|No|Yes|clear|0.4|0.4091|0.62|0.2836|11|67
5021|2011-08-02|2|No|Yes|clear|0.68|0.6364|0.69|0.0|2|6
128|2011-01-06|13|No|Yes|clear|0.26|0.2727|0.35|0.1045|12|55
13207|2012-07-09|11|No|Yes|misty|0.72|0.6818|0.62|0.1343|72|144
625|2011-01-29|7|No|No|clear|0.16|0.1818|0.59|0.1045|1|4
5113|2011-08-05|22|No|Yes|clear|0.7|0.6515|0.65|0.2239|51|137
6828|2011-10-17|1|No|Yes|clear|0.56|0.5303|0.54|0.3881|2|15
13319|2012-07-14|3|No|No|misty|0.7|0.6515|0.54|0.1045|9|31
7426|2011-11-11|0|Yes|No|clear|0.34|0.3182|0.53|0.2537|10|56
2137|2011-04-03|21|No|No|misty|0.42|0.4242|0.44|0.2239|8|37
7829|2011-11-27|19|No|No|clear|0.48|0.4697|0.67|0.2239|30|109
2010|2011-03-29|14|No|Yes|clear|0.36|0.3333|0.25|0.2537|20|66
12610|2012-06-14|14|No|Yes|clear|0.7|0.6515|0.54|0.2836|84|214
9420|2012-02-02|9|No|Yes|light snow/rain|0.38|0.3939|0.87|0.0|15|213
11728|2012-05-08|20|No|Yes|misty|0.64|0.6061|0.69|0.2836|40|262
730|2011-02-02|18|No|Yes|clear|0.34|0.2879|0.42|0.5522|7|175
12304|2012-06-01|20|No|Yes|light snow/rain|0.62|0.5455|0.94|0.2537|1|38
14573|2012-09-04|9|No|Yes|misty|0.72|0.697|0.79|0.2239|30|293
16008|2012-11-04|16|No|No|clear|0.4|0.4091|0.4|0.3284|119|316
2141|2011-04-04|1|No|Yes|clear|0.4|0.4091|0.56|0.3582|7|4
5099|2011-08-05|8|No|Yes|clear|0.7|0.6515|0.65|0.2239|39|415
6959|2011-10-22|13|No|No|clear|0.5|0.4848|0.45|0.0|136|186
5532|2011-08-23|9|No|Yes|misty|0.66|0.6212|0.44|0.0|34|191
426|2011-01-19|18|No|Yes|clear|0.34|0.3182|0.61|0.2836|5|156
8814|2012-01-08|1|No|No|clear|0.34|0.3333|0.42|0.194|10|62
13909|2012-08-07|17|No|Yes|misty|0.78|0.7424|0.62|0.1343|125|743
15133|2012-09-27|17|No|Yes|misty|0.66|0.6212|0.69|0.2985|87|818
8467|2011-12-24|10|No|No|clear|0.3|0.2576|0.42|0.4925|4|52
8414|2011-12-22|5|No|Yes|clear|0.38|0.3939|0.82|0.0|1|15
11735|2012-05-09|3|No|Yes|light snow/rain|0.56|0.5303|0.88|0.1642|0|2
11793|2012-05-11|13|No|Yes|clear|0.6|0.6061|0.26|0.3881|100|263
8376|2011-12-20|15|No|Yes|misty|0.44|0.4394|0.54|0.0|15|139
3903|2011-06-16|12|No|Yes|clear|0.72|0.6667|0.54|0.3881|41|165
11817|2012-05-12|13|No|No|clear|0.64|0.6212|0.36|0.194|293|366
5426|2011-08-18|23|No|Yes|misty|0.7|0.6667|0.74|0.1343|20|94
7750|2011-11-24|12|Yes|No|clear|0.46|0.4545|0.36|0.2239|62|88
16403|2012-11-21|4|No|Yes|clear|0.28|0.2879|0.87|0.1045|0|10
2481|2011-04-18|6|No|Yes|clear|0.4|0.4091|0.82|0.0|3|51
382|2011-01-17|9|Yes|No|misty|0.16|0.1515|0.47|0.2239|8|39
6435|2011-09-30|16|No|Yes|clear|0.62|0.6212|0.53|0.2239|62|298
8295|2011-12-17|6|No|No|misty|0.26|0.2424|0.56|0.2836|0|17
3435|2011-05-28|0|No|No|clear|0.58|0.5455|0.88|0.1343|15|79
8195|2011-12-13|2|No|Yes|clear|0.2|0.2576|0.8|0.0|1|1
12567|2012-06-12|19|No|Yes|clear|0.68|0.6364|0.83|0.194|47|444
2335|2011-04-12|4|No|Yes|misty|0.56|0.5303|0.64|0.1343|4|2
1740|2011-03-18|3|No|Yes|clear|0.36|0.3485|0.71|0.194|1|4
7837|2011-11-28|4|No|Yes|clear|0.44|0.4394|0.82|0.0896|0|4
13276|2012-07-12|8|No|Yes|clear|0.68|0.6364|0.65|0.1343|49|653
8408|2011-12-21|23|No|Yes|clear|0.5|0.4848|0.88|0.194|0|54
1912|2011-03-25|10|No|Yes|clear|0.26|0.2576|0.48|0.0|15|53
7216|2011-11-02|6|No|Yes|clear|0.3|0.3333|0.81|0.0|1|91
15270|2012-10-03|10|No|Yes|clear|0.66|0.6061|0.78|0.1642|29|146
9781|2012-02-17|11|No|Yes|clear|0.36|0.3333|0.62|0.4179|9|133
8878|2012-01-10|18|No|Yes|clear|0.4|0.4091|0.4|0.1045|13|372
16319|2012-11-17|16|No|No|clear|0.4|0.4091|0.4|0.2239|144|325
10257|2012-03-08|10|No|Yes|clear|0.5|0.4848|0.68|0.4627|19|119
7524|2011-11-15|2|No|Yes|clear|0.56|0.5303|0.64|0.2537|7|8
4615|2011-07-16|4|No|No|clear|0.6|0.5909|0.73|0.0896|9|7
4978|2011-07-31|7|No|No|clear|0.74|0.6818|0.58|0.1343|19|26
2500|2011-04-19|1|No|Yes|clear|0.46|0.4545|0.63|0.2239|5|2
8219|2011-12-14|2|No|Yes|clear|0.26|0.303|0.75|0.0|0|2
13029|2012-07-02|1|No|Yes|misty|0.76|0.7121|0.58|0.194|3|14
10706|2012-03-27|4|No|Yes|clear|0.24|0.2121|0.32|0.3582|0|3
11453|2012-04-27|9|No|Yes|clear|0.42|0.4242|0.44|0.4925|42|292
8012|2011-12-05|11|No|Yes|misty|0.36|0.3636|0.87|0.0896|17|106
14767|2012-09-12|11|No|Yes|clear|0.66|0.6212|0.5|0.194|51|181
2831|2011-05-02|20|No|Yes|misty|0.62|0.6061|0.69|0.1343|44|174
13255|2012-07-11|11|No|Yes|misty|0.76|0.7121|0.58|0.1343|56|173
14405|2012-08-28|9|No|Yes|misty|0.7|0.6667|0.79|0.1642|44|351
14998|2012-09-22|2|No|No|clear|0.56|0.5303|0.88|0.2537|10|73
1394|2011-03-03|8|No|Yes|clear|0.14|0.1212|0.39|0.2985|4|216
13063|2012-07-03|11|No|Yes|clear|0.86|0.7576|0.34|0.194|66|151
11656|2012-05-05|20|No|No|clear|0.6|0.5758|0.78|0.2537|100|209
9755|2012-02-16|9|No|Yes|misty|0.3|0.303|0.7|0.1642|3|199
13460|2012-07-20|0|No|Yes|light snow/rain|0.66|0.5909|0.89|0.0896|2|32
5032|2011-08-02|13|No|Yes|clear|0.86|0.7424|0.3|0.2239|50|153
12757|2012-06-20|17|No|Yes|clear|0.9|0.8182|0.37|0.0|80|611
15522|2012-10-13|22|No|No|clear|0.4|0.4091|0.62|0.0|33|156
2627|2011-04-24|8|No|No|clear|0.52|0.5|0.94|0.2239|38|42
8864|2012-01-10|4|No|Yes|misty|0.2|0.2121|0.86|0.1642|0|4
4074|2011-06-23|15|No|Yes|misty|0.76|0.697|0.52|0.3582|62|127
10791|2012-03-30|17|No|Yes|misty|0.4|0.4091|0.62|0.2239|93|513
4974|2011-07-31|3|No|No|clear|0.74|0.697|0.66|0.0|24|26
12980|2012-06-30|0|No|No|light snow/rain|0.64|0.5758|0.89|0.1642|4|65
14117|2012-08-16|9|No|Yes|clear|0.72|0.6667|0.54|0.1045|41|296
2004|2011-03-29|8|No|Yes|clear|0.24|0.2121|0.35|0.3582|19|268
12864|2012-06-25|4|No|Yes|clear|0.66|0.6061|0.78|0.2537|0|4
9564|2012-02-08|10|No|Yes|misty|0.26|0.2576|0.7|0.2239|1|107
4171|2011-06-27|16|No|Yes|clear|0.74|0.6818|0.55|0.1045|53|222
15569|2012-10-15|21|No|Yes|clear|0.52|0.5|0.59|0.3284|16|190
1715|2011-03-17|2|No|Yes|clear|0.34|0.303|0.71|0.2985|3|5
9350|2012-01-30|11|No|Yes|clear|0.26|0.2576|0.38|0.0|6|93
2468|2011-04-17|17|No|No|clear|0.56|0.5303|0.3|0.4478|143|163
15675|2012-10-20|7|No|No|clear|0.4|0.4091|0.82|0.0|6|59
3412|2011-05-27|1|No|Yes|clear|0.7|0.6515|0.58|0.2985|14|36
9309|2012-01-28|18|No|No|clear|0.42|0.4242|0.41|0.2239|40|201
10990|2012-04-08|1|No|No|clear|0.44|0.4394|0.24|0.2239|14|50
7235|2011-11-03|1|No|Yes|clear|0.34|0.3333|0.81|0.1343|3|12
3754|2011-06-10|7|No|Yes|clear|0.72|0.6818|0.66|0.1045|25|242
4725|2011-07-20|18|No|Yes|clear|0.84|0.8333|0.59|0.2239|68|429
10514|2012-03-19|4|No|Yes|clear|0.44|0.4394|0.94|0.0|0|3
6429|2011-09-30|10|No|Yes|clear|0.6|0.6061|0.64|0.0|46|122
11268|2012-04-19|16|No|Yes|clear|0.62|0.6212|0.41|0.1045|63|324
11771|2012-05-10|15|No|Yes|clear|0.54|0.5152|0.37|0.3881|79|192
14293|2012-08-23|17|No|Yes|clear|0.76|0.6818|0.45|0.2239|111|709
5763|2011-09-02|13|No|Yes|misty|0.68|0.6364|0.65|0.1343|72|207
2007|2011-03-29|11|No|Yes|misty|0.34|0.303|0.25|0.3881|18|63
1289|2011-02-26|20|No|No|clear|0.3|0.303|0.56|0.1642|8|60
14506|2012-09-01|14|No|No|misty|0.86|0.7879|0.44|0.1642|240|274
2681|2011-04-26|14|No|Yes|clear|0.72|0.6667|0.58|0.3284|40|115
13684|2012-07-29|8|No|No|clear|0.7|0.6515|0.65|0.2239|37|90
6677|2011-10-10|18|Yes|No|misty|0.64|0.6212|0.53|0.0|108|365
1694|2011-03-16|5|No|Yes|misty|0.3|0.3182|0.93|0.1045|0|3
12803|2012-06-22|15|No|Yes|clear|0.9|0.8182|0.35|0.3582|72|212
11598|2012-05-03|10|No|Yes|misty|0.52|0.5|0.77|0.0|36|132
8754|2012-01-05|13|No|Yes|clear|0.34|0.303|0.42|0.2985|6|112
4141|2011-06-26|10|No|No|clear|0.72|0.6667|0.48|0.1045|136|196
3434|2011-05-27|23|No|Yes|clear|0.58|0.5455|0.88|0.1343|23|104
